"","customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"1171","9127-FHJBZ","Male","NO","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",114,8093.15,"No"
"1172","6270-OMFIW","Male","NO","Yes","No",60,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",94.4,5610.25,"Yes"
"1173","1641-RQDAY","Female","YES","Yes","Yes",32,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.4,3217.65,"No"
"1174","0107-WESLM","Male","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.85,19.85,"Yes"
"1175","6994-ORCWG","Female","NO","No","No",14,"Yes","Yes","DSL","No","Yes","No","No","No","No","One year","Yes","Mailed check",54.25,773.2,"No"
"1177","3992-YWPKO","Female","NO","No","No",6,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",109.9,669.45,"Yes"
"1178","2933-XEUJM","Female","NO","No","No",46,"Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","Two year","No","Mailed check",79.2,3593.8,"No"
"1181","4835-YSJMR","Male","NO","No","No",39,"Yes","No","DSL","No","No","No","Yes","No","No","Two year","Yes","Bank transfer (automatic)",49.8,1971.15,"No"
"1182","8399-YNDCH","Male","YES","No","No",21,"Yes","No","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",60.05,1236.15,"Yes"
"1183","3164-YAXFY","Male","NO","No","No",57,"No","No phone service","DSL","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",53.75,3196,"No"
"1184","0887-WBJVH","Female","NO","Yes","No",53,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Electronic check",93.45,4872.2,"No"
"1185","4660-IRIBM","Male","NO","Yes","Yes",18,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check",87.9,1500.5,"No"
"1186","5673-FSSMF","Female","NO","No","No",1,"Yes","Yes","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",60.15,60.15,"Yes"
"1187","7670-ZBPOQ","Female","NO","Yes","No",58,"Yes","Yes","DSL","Yes","No","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",61.05,3478.75,"No"
"1188","8089-UZWLX","Female","YES","No","No",71,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","No","Bank transfer (automatic)",104.05,7413.55,"No"
"1189","0080-OROZO","Female","NO","No","No",35,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",99.25,3532,"No"
"1190","3916-NRPAP","Male","NO","No","No",3,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Credit card (automatic)",85.7,256.75,"No"
"1191","6807-SIWJI","Male","NO","No","No",38,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes","One year","Yes","Electronic check",104.85,3887.25,"No"
"1192","8221-HVAYI","Male","NO","Yes","Yes",35,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",69.15,2490.15,"No"
"1193","1579-KLYDT","Male","NO","No","No",7,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",90.45,593.45,"Yes"
"1194","5232-NXPAY","Female","NO","No","No",47,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","Two year","No","Mailed check",74.45,3510.3,"No"
"1195","8967-SZQAS","Female","NO","No","No",14,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",50.45,765.45,"No"
"1196","4468-KAZHE","Female","YES","Yes","No",20,"Yes","No","DSL","No","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",60,1259.35,"No"
"1197","0455-ENTCR","Male","NO","Yes","No",66,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Electronic check",85.25,5538.35,"No"
"1198","8944-AILEF","Male","NO","Yes","No",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",19.45,340.85,"No"
"1199","5542-NKVRU","Female","NO","No","No",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.75,844.45,"No"
"1200","7126-RBHSD","Female","NO","Yes","No",17,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",78.9,1348.95,"No"
"1201","5370-IIVVL","Male","NO","No","No",37,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",104.5,3778,"No"
"1202","6789-HJBWG","Female","NO","No","No",12,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",49.4,611.65,"No"
"1203","3927-NLNRY","Male","NO","Yes","No",53,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",94.25,4867.95,"Yes"
"1204","9087-EYCPR","Female","NO","No","No",60,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25,1505.05,"No"
"1206","6358-LYNGM","Male","NO","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.9,74.9,"Yes"
"1209","5494-HECPR","Female","NO","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.25,80.25,"Yes"
"1210","8268-YDIXR","Male","NO","Yes","No",56,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Electronic check",93.15,5253.95,"No"
"1211","9824-BEMCV","Male","NO","Yes","Yes",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69,1149.65,"Yes"
"1212","1373-ORVIZ","Female","NO","Yes","Yes",11,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",66.35,740.8,"Yes"
"1213","4291-SHSBH","Male","NO","No","No",7,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.55,521.35,"No"
"1214","6980-IMXXE","Female","NO","Yes","Yes",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.2,1412.65,"No"
"1215","9866-QEVEE","Male","NO","No","No",19,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",86,1532.45,"Yes"
"1217","0040-HALCW","Male","NO","Yes","Yes",54,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",20.4,1090.6,"No"
"1218","0784-GTUUK","Male","NO","Yes","No",62,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",23.75,1446.8,"No"
"1219","7979-CORPM","Male","NO","No","No",24,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",90.55,2282.55,"Yes"
"1221","0872-JCPIB","Male","NO","No","No",17,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",65.75,1111.2,"No"
"1223","9091-WTUUY","Male","NO","Yes","Yes",64,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","Two year","No","Mailed check",69.25,4447.75,"No"
"1225","3165-HDOEW","Male","NO","Yes","Yes",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.85,45.85,"Yes"
"1226","6581-NQCBA","Female","NO","Yes","No",16,"No","No phone service","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",49.95,810.2,"Yes"
"1227","7115-IRDHS","Female","NO","Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.65,1830.05,"No"
"1228","8496-DMZUK","Male","NO","No","No",30,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",90.4,2820.65,"No"
"1231","0178-SZBHO","Male","NO","Yes","Yes",47,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Electronic check",87.2,4017.45,"No"
"1232","0384-RVBPI","Male","NO","No","No",20,"Yes","No","DSL","Yes","No","Yes","No","No","Yes","Month-to-month","No","Credit card (automatic)",64.4,1398.6,"No"
"1233","1689-MRZQR","Male","NO","Yes","Yes",34,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",78.3,2564.3,"Yes"
"1234","1299-AURJA","Female","NO","Yes","Yes",70,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.7,1685.9,"No"
"1237","5835-BEQEU","Male","NO","No","No",3,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.95,228.4,"Yes"
"1238","2788-CJQAQ","Male","NO","No","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.45,270.2,"No"
"1239","5565-FILXA","Female","YES","No","No",16,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",96.15,1529.2,"Yes"
"1240","0319-QZTCO","Female","NO","Yes","Yes",3,"Yes","No","DSL","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",58.7,168.6,"No"
"1241","2120-SMPEX","Male","NO","No","No",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",20.15,536.35,"No"
"1242","0096-FCPUF","Male","NO","No","No",30,"Yes","Yes","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Mailed check",64.5,1888.45,"No"
"1243","0668-OGMHD","Female","NO","Yes","No",21,"No","No phone service","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check",28.5,629.35,"No"
"1244","5552-ZNFSJ","Male","NO","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.3,45.3,"Yes"
"1245","2223-KAGMX","Female","NO","No","No",15,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)",19.4,289.3,"Yes"
"1246","6507-ZJSUR","Male","YES","Yes","No",23,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.45,2117.25,"No"
"1248","5593-SUAOO","Female","NO","Yes","Yes",24,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",83.15,2033.05,"No"
"1249","7321-PKUYW","Female","NO","No","No",11,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",90.15,987.95,"Yes"
"1250","2833-SLKDQ","Male","NO","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.05,45.05,"Yes"
"1251","6766-HFKLA","Female","NO","Yes","No",56,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",103.2,5744.35,"No"
"1253","7617-EYGLW","Male","NO","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",19.45,19.45,"No"
"1254","2026-TGDHM","Female","NO","No","No",7,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.3,523.15,"Yes"
"1256","4030-VPZBD","Female","NO","No","No",2,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",30.9,59.05,"Yes"
"1258","0723-VSOBE","Female","YES","No","No",45,"No","No phone service","DSL","No","No","No","No","No","Yes","One year","No","Electronic check",34.2,1596.6,"No"
"1259","5529-GIBVH","Female","NO","No","No",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",20.15,1046.2,"No"
"1260","4187-CINZD","Female","YES","No","No",46,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)",95.25,4424.2,"Yes"
"1261","9992-UJOEL","Male","NO","No","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",50.3,92.75,"No"
"1262","4741-WWJQZ","Female","NO","Yes","No",2,"Yes","No","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",80.15,194.55,"No"
"1263","6625-UTXEW","Female","NO","Yes","No",12,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",51.25,612.1,"No"
"1264","6818-WOBHJ","Female","YES","Yes","No",68,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.6,6127.6,"Yes"
"1265","6244-BESBM","Male","NO","Yes","Yes",69,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",95.2,6671.7,"No"
"1266","1004-NOZNR","Male","YES","No","Yes",56,"Yes","No","Fiber optic","Yes","No","No","No","Yes","Yes","One year","No","Credit card (automatic)",94.8,5264.3,"No"
"1267","1251-STYSZ","Female","YES","No","No",4,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check",80.25,303.7,"No"
"1268","2612-PHGOX","Male","NO","Yes","No",64,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)",76.1,4818.8,"No"
"1269","2408-TZMJL","Male","NO","Yes","No",59,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",110.15,6448.05,"Yes"
"1270","8480-PPONV","Male","NO","Yes","Yes",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",115.55,7159.05,"No"
"1271","8780-IHCRN","Male","NO","Yes","Yes",63,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.65,1574.5,"No"
"1273","1257-SXUXQ","Male","NO","Yes","Yes",5,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.45,86.05,"No"
"1274","9681-KYGYB","Male","YES","Yes","No",49,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",88.2,4159.45,"No"
"1275","7182-OVLBJ","Female","NO","Yes","Yes",62,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)",101.15,6638.35,"No"
"1276","5095-ETBRJ","Female","NO","Yes","No",55,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Mailed check",56.8,3112.05,"No"
"1277","7005-CYUIL","Female","YES","Yes","No",71,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Electronic check",99.4,7168.25,"No"
"1278","4821-WQOYN","Female","NO","Yes","Yes",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)",20.1,1326.25,"No"
"1280","3452-FLHYD","Male","NO","Yes","No",25,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.95,495.15,"No"
